origin_country,time_position,last_contact,longitude,latitude,geo_altitude,on_ground,velocity,true_track,vertical_rate,baro_altitude,position_source,timestamp
Germany,1650480261,1650480261,-120.6077,45.3895,11094.72,False,220.97,194.42,0,11277.6,0,1650480261
United States,1650480259,1650480259,-103.5369,35.3376,11308.08,False,206.12,273.29,0,10972.8,0,1650480261
United States,1650480252,1650480252,-83.204,32.6526,6979.92,False,123.99,216.39,0,6736.08,0,1650480261
United States,1650480261,1650480261,-80.9166,31.5409,8839.2,False,164.88,174.45,0,8534.4,0,1650480261
United States,1650479977,1650479995,-87.2239,30.9953,1264.92,False,126.9,125.43,-13,1158.24,0,1650480261
Germany,1650480260,1650480261,10.6155,52.2339,10942.32,False,240.62,195.37,0,10957.56,0,1650480261
Germany,1650480261,1650480261,8.1529,49.958,1584.96,False,90.45,84.45,0.33,1539.24,0,1650480261
United States,1650480260,1650480261,-84.6455,34.076,12230.1,False,239.07,66.14,0,11894.82,0,1650480261
Austria,1650480261,1650480261,2.2102,48.9733,1264.92,False,113.95,86.12,0,1234.44,0,1650480261
United States,1650480261,1650480261,-88.6774,43.2346,4236.72,False,185.52,112.16,-9.43,4251.96,0,1650480261
Germany,1650480261,1650480261,-95.288,30.0933,2186.94,False,124.76,263.61,-2.93,2118.36,0,1650480261
United States,1650480261,1650480261,-101.1926,35.6143,11277.6,False,212.78,258.28,0,10972.8,0,1650480261
Germany,1650480261,1650480261,73.2162,28.3324,12344.4,False,274.38,100.15,0,11887.2,0,1650480261
United States,1650480261,1650480261,-85.4787,39.3529,10888.98,False,250.93,81.99,0,10660.38,0,1650480261
Spain,1650480261,1650480261,-0.4859,51.0917,1021.08,False,102.89,343.74,0.65,960.12,0,1650480261
United States,1650479999,1650479999,-98.4766,29.3475,205.74,False,30.68,145.24,-2.6,236.22,0,1650480261
United States,1650480115,1650480250,-77.266,37.3191,144.78,False,63.69,353.51,-2.28,7.62,0,1650480261
Brazil,1650480260,1650480261,-35.7739,-9.573,10195.56,False,230.29,211.67,5.2,9593.58,0,1650480261
United States,1650480226,1650480233,-80.3118,35.5349,1493.52,False,79.45,119.05,0.98,1394.46,0,1650480261
United States,1650480261,1650480261,-122.748,47.5057,464.82,False,47.73,59.57,3.9,548.64,0,1650480261
United States,1650480260,1650480261,-69.8042,19.5072,4861.56,False,117.35,300.27,10.73,4655.82,0,1650480261
United States,1650480260,1650480261,-120.9686,40.0232,11384.28,False,205.78,174.26,0,11285.22,0,1650480261
United States,1650480261,1650480261,-87.8529,41.9662,632.46,False,89.4,100.28,6.83,632.46,0,1650480261
United States,1650480261,1650480261,-98.0334,26.418,929.64,False,77.93,222.32,0.98,922.02,0,1650480261
Germany,1650480260,1650480261,-111.9999,40.8174,11727.18,False,228.04,201.3,0,11582.4,0,1650480261
United States,1650480261,1650480261,-80.2794,27.992,10949.94,False,239.3,161.45,-4.55,10553.7,0,1650480261
Germany,1650480261,1650480261,-70.9287,44.6251,10850.88,False,230.46,228.98,-0.33,10972.8,0,1650480261
United States,1650480260,1650480261,-112.7937,35.5708,9372.6,False,220.44,278.32,-5.2,9060.18,0,1650480261
Switzerland,1650480252,1650480254,8.5587,47.4541,,True,0.32,331.88,,,0,1650480261
United States,1650480260,1650480261,-97.9996,32.0753,13426.44,False,213.62,289.26,0,13091.16,0,1650480261
United States,1650480261,1650480261,-98.3357,29.1296,937.26,False,25.47,133.36,-1.3,914.4,0,1650480261
United States,1650480261,1650480261,-79.1782,35.6916,1036.32,False,49.52,113.9,2.28,914.4,0,1650480261
Germany,1650480259,1650480260,13.7641,51.1263,,True,0.06,132.19,,,0,1650480261
United States,1650479970,1650479980,-111.9057,33.6328,449.58,False,5.87,232.13,-0.65,487.68,0,1650480261
United States,1650480260,1650480260,-73.8391,40.7344,304.8,False,82.71,48.28,-3.25,213.36,0,1650480261
United States,1650480249,1650480249,-83.5608,29.6768,7642.86,False,195.15,321.53,0,7315.2,0,1650480261
United Kingdom,1650480261,1650480261,-5.3838,46.7159,11277.6,False,233.74,210.12,0,11277.6,0,1650480261
United States,1650480260,1650480261,-116.7801,33.3887,10111.74,False,208.75,310.4,0,9753.6,0,1650480261
United States,1650480068,1650480158,-78.3731,36.0024,563.88,False,54.8,260.27,1.3,472.44,0,1650480261
United States,1650479852,1650480261,-97.5979,33.4158,5090.16,False,107.4,246.87,0,4907.28,0,1650480261
India,1650480094,1650480154,55.3559,25.2657,,True,0,30.94,,,0,1650480261
United States,1650480261,1650480261,-74.1137,40.5245,1165.86,False,102.36,41.94,0.98,1097.28,0,1650480261
India,1650480260,1650480261,76.834,28.6127,2865.12,False,136.06,273.47,4.88,2781.3,0,1650480261
India,1650480260,1650480260,54.7897,24.3741,11117.58,False,242.93,111.62,0,10668,0,1650480261
Brazil,1650479977,1650479978,-43.1927,-22.868,327.66,False,71,90.42,-3.9,297.18,0,1650480261
United States,1650480260,1650480261,-111.8281,40.1443,2240.28,False,49.58,239.44,1.63,2225.04,0,1650480261
United States,1650480256,1650480256,-83.8427,39.7141,868.68,False,50.39,220.03,-0.98,815.34,0,1650480261
United States,1650480260,1650480261,-83.6264,29.6919,11049,False,251.85,150.24,0,10660.38,0,1650480261
United States,1650480261,1650480261,-96.9017,28.0171,3200.4,False,152.49,43.22,9.43,3070.86,0,1650480261
United States,1650480261,1650480261,-73.9175,40.7136,685.8,False,88.18,53.06,-4.88,601.98,0,1650480261
Germany,1650480261,1650480261,-121.2985,48.3528,6111.24,False,170.38,210.28,-9.75,6271.26,0,1650480261
United States,1650480261,1650480261,-88.5966,39.1308,6583.68,False,199.83,239.01,-15.28,6431.28,0,1650480261
Iceland,1650480261,1650480261,-0.7759,51.4879,1318.26,False,93.13,135.45,-4.55,1264.92,0,1650480261
United States,1650480260,1650480260,-83.7905,40.1072,1783.08,False,81.33,246.52,0.33,1729.74,0,1650480261
United States,1650480260,1650480260,-99.6291,32.3849,11826.24,False,198.34,235.57,4.88,11468.1,0,1650480261
Germany,1650480260,1650480260,-95.729,33.5676,12519.66,False,232.71,209.68,0,12192,0,1650480261
United States,1650480033,1650480035,-73.9798,44.2845,1005.84,False,72.15,74.28,0.65,952.5,0,1650480261
United States,1650480261,1650480261,-84.1634,40.8555,8389.62,False,160.48,130.84,0,8229.6,0,1650480261
United States,1650480260,1650480261,-76.4396,40.527,1341.12,False,83.88,344.34,0.33,1242.06,0,1650480261
United States,1650480018,1650480018,-79.5372,35.9436,685.8,False,71.3,16.34,-3.58,601.98,0,1650480261
United States,1650480261,1650480261,-96.6156,30.5084,12893.04,False,263.27,95.94,0,12489.18,0,1650480261
United States,1650480261,1650480261,-80.4033,35.8949,4526.28,False,173.13,191.31,-3.58,4351.02,0,1650480261
United States,1650480260,1650480261,-85.6231,31.4751,7528.56,False,211.65,192.92,-10.4,7200.9,0,1650480261
United States,1650480242,1650480251,-86.9701,30.7749,701.04,False,105.57,8.41,12.68,617.22,0,1650480261
Germany,1650480198,1650480214,-3.6549,45.0213,11247.12,False,236.64,222.71,-0.33,11277.6,0,1650480261
United States,1650480261,1650480261,-77.659,36.2625,5204.46,False,150.82,1.95,0,5036.82,0,1650480261
United States,1650480260,1650480260,-116.5789,35.035,10561.32,False,257.81,47.59,5.2,10233.66,0,1650480261
United States,1650480261,1650480261,-122.1223,37.4786,1211.58,False,102.03,21.91,-7.8,1211.58,0,1650480261
United States,1650480261,1650480261,-83.6459,41.392,320.04,False,36.83,102.09,-1.3,243.84,0,1650480261
United States,1650480261,1650480261,-86.0588,30.7949,14036.04,False,206.66,287.08,0,13716,0,1650480261
United States,1650480260,1650480261,-76.3533,38.7838,662.94,False,58.95,133.59,0.33,579.12,0,1650480261
Spain,1650480261,1650480261,-0.0716,50.9294,2689.86,False,127.91,41.58,-5.53,2628.9,0,1650480261
Spain,1650480261,1650480261,2.4619,49.991,10949.94,False,224.98,30.96,0,10965.18,0,1650480261
United States,1650480260,1650480261,-78.0071,42.7358,11064.24,False,185.93,275.08,0,10972.8,0,1650480261
United States,1650480260,1650480260,-66.7676,19.1851,8359.14,False,237.92,309.47,2.28,7955.28,0,1650480261
United States,1650480255,1650480255,-115.1415,35.7118,2552.7,False,72.02,0,-0.98,2552.7,0,1650480261
Spain,1650480261,1650480261,0.2687,41.8608,9692.64,False,237.74,312.63,-18.86,9761.22,0,1650480261
Spain,1650480252,1650480257,8.5586,47.4536,,True,0,5.62,,,0,1650480261
United States,1650480261,1650480261,-94.435,45.9596,5707.38,False,192.79,122.8,0,5791.2,0,1650480261
United States,1650480261,1650480261,-97.9924,27.7668,10843.26,False,200.02,233.37,-0.65,10363.2,0,1650480261
United States,1650480260,1650480260,-79.9278,36.2427,10347.96,False,250.05,53.96,0,10050.78,0,1650480261
United States,1650480261,1650480261,-101.0379,39.6984,10820.4,False,271.11,123,-0.33,10668,0,1650480261
United States,1650480101,1650480101,-116.6097,43.3859,1310.64,False,47.55,301.28,-6.18,1318.26,0,1650480261
United States,1650480261,1650480261,-81.3905,31.3351,12824.46,False,209.19,25.18,0,12496.8,0,1650480261
United States,1650480260,1650480260,-114.4358,34.1499,9144,False,250.69,67.43,-0.33,8839.2,0,1650480261
United States,1650480258,1650480258,-117.1436,32.8148,91.44,False,5.54,248.2,0,60.96,0,1650480261
United States,1650480261,1650480261,-82.5696,35.2511,3368.04,False,105.86,64.68,0,3230.88,0,1650480261
United States,1650480261,1650480261,-122.1967,47.8699,739.14,False,40.39,96.58,0,838.2,0,1650480261
United States,1650480045,1650480048,-68.0761,20.6584,12146.28,False,228.52,318.56,0,11582.4,0,1650480261
United States,1650480261,1650480261,-120.1156,38.1557,8717.28,False,243.15,83.93,4.55,8564.88,0,1650480261
United States,1650479987,1650479999,-106.9506,38.4692,11216.64,False,209.12,256.34,0,10972.8,0,1650480261
United States,1650480261,1650480261,-111.2911,34.9709,11338.56,False,206.65,255,-0.33,10965.18,0,1650480261
United States,1650480261,1650480261,-114.2926,35.835,4716.78,False,172.39,336.8,-2.28,4602.48,0,1650480261
United States,1650480193,1650480193,-116.8839,33.035,563.88,False,40.46,262.69,-3.9,571.5,0,1650480261
United States,1650480261,1650480261,-75.4078,39.6213,10332.72,False,215.61,40.65,11.38,10134.6,0,1650480261
United States,1650480261,1650480261,-118.7614,34.1197,3421.38,False,159.53,137.88,-7.15,3360.42,0,1650480261
United States,1650480136,1650480257,-97.6947,32.7564,1882.14,False,42.53,237.85,-0.33,1859.28,0,1650480261
United States,1650480261,1650480261,-96.9137,32.7658,2095.5,False,153.9,88.08,15.28,2095.5,0,1650480261
United States,,1650480223,,,,False,41.18,115.92,-1.95,,0,1650480261
United States,1650480260,1650480260,-73.0393,40.7502,388.62,False,72.77,313.85,-6.5,281.94,0,1650480261
Sweden,1650480131,1650480131,25.3638,64.9281,,True,5.4,59.06,,,0,1650480261
Germany,1650480261,1650480261,6.6211,44.5006,10393.68,False,250.67,21.93,0.33,10363.2,0,1650480261
Sweden,1650480261,1650480261,-3.4997,39.4276,10911.84,False,220.28,4.29,0.33,10972.8,0,1650480261
Slovakia,1650480260,1650480260,12.2234,51.4177,,True,3.6,104.06,,,0,1650480261
United States,1650480259,1650480261,-111.3951,34.3977,7269.48,False,110.61,0,0,7010.4,0,1650480261
Germany,1650480236,1650480236,17.3601,43.703,10690.86,False,260.12,142.47,-0.33,10668,0,1650480261
Germany,1650480261,1650480261,15.1166,46.0005,10340.34,False,198.3,322.06,0,10363.2,0,1650480261
United States,1650480261,1650480261,-83.0385,34.4791,10988.04,False,218.35,27.35,0,10668,0,1650480261
United States,1650480257,1650480258,-97.6796,30.2222,213.36,False,72.04,178.77,-3.58,236.22,0,1650480261
United States,1650480261,1650480261,-84.252,38.6062,11513.82,False,233.65,133.22,-0.33,11269.98,0,1650480261
United States,1650480261,1650480261,-82.2528,31.0574,11361.42,False,219.54,25.24,6.83,10957.56,0,1650480261
Algeria,1650480260,1650480260,12.9181,35.9263,12397.74,False,210.54,276.03,0,12192,0,1650480261
United States,1650480256,1650480261,-96.6884,32.5938,4480.56,False,166.63,316,-7.8,4343.4,0,1650480261
United States,1650480261,1650480261,-103.4895,38.2438,13350.24,False,177.6,274.82,0,13106.4,0,1650480261
Sweden,1650479997,1650479997,17.935,59.6548,,True,0,75.94,,,0,1650480261
Sweden,1650480261,1650480261,20.4938,60.0312,10751.82,False,201.91,74.94,0,10668,0,1650480261
Canada,1650479975,1650479975,-78.9529,44.2972,693.42,False,72.8,68.88,-0.98,670.56,0,1650480261
United States,1650480261,1650480261,-113.493,35.2255,10081.26,False,200.62,240.67,0,9753.6,0,1650480261
Sweden,1650480261,1650480261,5.5504,53.524,12466.32,False,223.91,57.48,-0.33,12496.8,0,1650480261
United States,1650480259,1650480259,-70.914,42.3732,411.48,False,71.76,257.16,-4.23,266.7,0,1650480261
United States,1650480261,1650480261,-105.7648,41.3813,11696.7,False,188.38,319.87,-0.98,11590.02,0,1650480261
United States,1650480079,1650480079,-77.5032,37.3851,190.5,False,45.72,320.94,-3.58,106.68,0,1650480261
United States,1650480261,1650480261,-121.915,37.5921,891.54,False,72.93,243.62,-2.28,922.02,0,1650480261
United States,1650480261,1650480261,-100.293,33.2408,5532.12,False,139.65,116.94,0,5364.48,0,1650480261
Algeria,1650480260,1650480261,5.8204,36.9854,11612.88,False,218.05,273.65,0,11582.4,0,1650480261
United States,1650480154,1650480160,-80.7309,33.6166,3855.72,False,123.85,131.97,-3.25,3688.08,0,1650480261
United States,1650480256,1650480257,-82.956,36.9239,9113.52,False,219.44,335.78,-6.18,8831.58,0,1650480261
United States,1650480260,1650480260,-97.597,26.0497,571.5,False,93.68,88.11,-2.93,579.12,0,1650480261
Algeria,1650480260,1650480261,2.4003,47.7016,10378.44,False,220.45,175.18,6.83,10401.3,0,1650480261
United States,1650480261,1650480261,-84.4409,27.9297,10774.68,False,237.19,214.93,0,10355.58,0,1650480261
United States,1650480257,1650480257,-81.8985,27.6194,1539.24,False,37.6,343.3,-1.3,1424.94,0,1650480261
United States,1650480261,1650480261,-121.9128,47.8358,2606.04,False,134.01,256.23,-5.53,2735.58,0,1650480261
United States,1650480260,1650480261,-121.4793,44.4452,11132.82,False,212.03,170.93,0,11262.36,0,1650480261
United States,1650480260,1650480261,-95.9904,37.0923,12397.74,False,206.82,270.71,0,12192,0,1650480261
United States,1650480261,1650480261,-92.3835,40.3893,11148.06,False,209.54,251.83,0,10972.8,0,1650480261
United States,,1650480130,,,,False,31.73,109.9,0,,0,1650480261
United States,1650480261,1650480261,-90.3932,31.6982,10104.12,False,213,256.74,0,9738.36,0,1650480261
United States,1650480261,1650480261,-116.4102,35.1608,10660.38,False,254.14,47.46,5.85,10340.34,0,1650480261
Kingdom of the Netherlands,1650480255,1650480255,4.4379,51.9507,,True,1.29,292.5,,,0,1650480261
United States,1650480261,1650480261,-123.2175,48.2639,1615.44,False,89.32,24.5,-0.98,1729.74,0,1650480261
United States,1650480126,1650480174,-118.146,33.819,,True,0,90,,,0,1650480261
United States,1650480260,1650480261,-77.0209,40.209,1470.66,False,138.52,117.42,0,1394.46,0,1650480261
United States,1650480195,1650480261,-79.2552,28.3507,7749.54,False,220.43,203.81,0,7467.6,0,1650480261
Canada,1650480261,1650480261,-122.89,49.2621,1592.58,False,58.65,89.5,0,1699.26,0,1650480261
United States,1650480259,1650480259,-111.7131,33.3246,685.8,False,64.95,310.5,-1.3,701.04,0,1650480261
United States,1650480261,1650480261,-73.2737,41.0593,3703.32,False,109.88,136.14,-1.3,3672.84,0,1650480261
United States,1650480261,1650480261,-84.8247,41.6687,12024.36,False,233.63,95.56,0,11887.2,0,1650480261
United States,1650480261,1650480261,-83.7241,39.9039,1013.46,False,84.06,52.71,0,967.74,0,1650480261
United States,1650480261,1650480261,-81.0687,28.478,2270.76,False,75.99,160.22,3.9,2164.08,0,1650480261
United States,1650480261,1650480261,-82.6206,37.9649,10622.28,False,214,250.04,-0.33,10363.2,0,1650480261
United States,1650480261,1650480261,-120.3122,37.7582,12298.68,False,176.18,255.8,-7.8,12054.84,0,1650480261
United States,1650480261,1650480261,-76.2901,38.4073,2636.52,False,75.83,36.17,0,2598.42,0,1650480261
United States,1650480260,1650480260,-79.5974,34.2933,13982.7,False,245.48,26.78,0.33,13716,0,1650480261
United States,1650480258,1650480261,-97.125,32.7417,5791.2,False,123.55,295.92,8.78,5593.08,0,1650480261
United States,1650480261,1650480261,-105.0419,40.3251,2011.68,False,50.17,208.14,1.3,2049.78,0,1650480261
United States,1650480261,1650480261,-75.6639,39.1916,4122.42,False,163.16,4.88,-8.13,4061.46,0,1650480261
United States,1650480261,1650480261,-80.9608,39.8074,10454.64,False,172.23,176.06,8.78,10248.9,0,1650480261
United States,1650480229,1650480229,-74.2575,40.621,144.78,False,38.6,21.09,0.98,91.44,0,1650480261
United States,1650480261,1650480261,-114.1239,47.5182,10172.7,False,191.6,267.23,0,10363.2,0,1650480261
Brazil,1650479950,1650479992,-49.9392,-23.245,9273.54,False,186.49,273,-9.1,8785.86,0,1650480261
United States,1650480157,1650480157,-118.0574,34.0895,182.88,False,28.41,5.19,-0.33,121.92,0,1650480261
Algeria,1650480245,1650480245,1.3253,34.6425,10995.66,False,217.28,192.72,0.33,10980.42,0,1650480261
New Zealand,1650480261,1650480261,169.3745,-45.7137,5227.32,False,117.13,45,-0.98,5181.6,0,1650480261
United States,1650480261,1650480261,-75.7772,43.0833,1287.78,False,41.92,284.21,0.98,1219.2,0,1650480261
Sweden,1650480260,1650480261,11.76,54.9223,6629.4,False,220.97,215.43,9.75,6560.82,0,1650480261
United States,1650480261,1650480261,-81.4556,28.3531,723.9,False,135.75,291.8,12.35,640.08,0,1650480261
Sweden,1650480261,1650480261,17.9223,59.6525,,True,9.26,11.25,,,0,1650480261
Sweden,1650480261,1650480261,10.3624,55.5777,11574.78,False,232.92,223.21,0,11582.4,0,1650480261
Denmark,1650480261,1650480261,12.1036,55.5867,312.42,False,42.12,188.43,3.58,228.6,0,1650480261
United States,1650480261,1650480261,-122.0895,47.7536,883.92,False,118.86,249.21,-0.33,975.36,0,1650480261
Austria,1650480261,1650480261,2.4485,48.9866,624.84,False,77.93,85.46,-3.58,586.74,0,1650480261
Sweden,1650480261,1650480261,11.7981,57.5853,12222.48,False,233.11,351.37,0,12192,0,1650480261
Hungary,1650480261,1650480261,-0.4513,51.8603,480.06,False,61.9,74.58,-2.93,419.1,0,1650480261
Hungary,1650480261,1650480261,14.6024,49.1786,10881.36,False,224.76,304.74,0,10965.18,0,1650480261
United States,1650480261,1650480261,-83.2901,42.2797,571.5,False,67.91,208.51,-5.2,510.54,0,1650480261
United States,1650480257,1650480259,-93.4461,32.6193,11346.18,False,216.48,255.83,-0.33,10988.04,0,1650480261
United States,1650480260,1650480260,-121.0263,43.7664,10896.6,False,205.37,331.25,0,10980.42,0,1650480261
United States,1650480260,1650480261,-77.446,38.346,2598.42,False,145.92,15.75,-4.55,2537.46,0,1650480261
Austria,1650480260,1650480261,8.4126,46.7304,9486.9,False,216.07,174.4,-5.2,9441.18,0,1650480261
United States,1650480261,1650480261,-118.8731,34.2705,7955.28,False,215.26,151.29,-12.35,7680.96,0,1650480261
United States,1650480261,1650480261,-79.7378,41.398,12618.72,False,251.84,71.05,0.33,12496.8,0,1650480261
Sweden,1650480261,1650480261,7.897,44.2682,6370.32,False,197.25,203.36,-11.05,6286.5,0,1650480261
Canada,1650480261,1650480261,-84.6607,41.5715,13822.68,False,258.25,61.7,0.33,13716,0,1650480261
Canada,1650480261,1650480261,-12.8298,54.1511,9654.54,False,258.35,286.31,0,9753.6,0,1650480261
Sweden,1650480261,1650480261,9.1009,56.4494,4427.22,False,161.04,192.17,-7.15,4335.78,0,1650480261
Sweden,1650480261,1650480261,11.1514,56.4841,5257.8,False,167.3,320.24,-8.45,5158.74,0,1650480261
United States,1650480261,1650480261,-100.724,28.3029,9243.06,False,244.33,26.51,0,8839.2,0,1650480261
United States,1650480261,1650480261,-96.7319,32.6915,3200.4,False,190.37,89.07,4.88,3108.96,0,1650480261
Slovakia,1650480221,1650480221,-13.5678,30.5666,10698.48,False,235.19,27.91,0,10363.2,0,1650480261
United States,1650480254,1650480254,-74.7838,40.2876,175.26,False,30.47,291.8,-0.98,83.82,0,1650480261
United States,1650480261,1650480261,-156.1989,58.9694,10888.98,False,243.79,49.62,0.33,11277.6,0,1650480261
Sweden,1650480261,1650480261,11.6053,45.601,11871.96,False,220.5,202.5,0,11887.2,0,1650480261
Austria,1650480260,1650480261,2.5555,48.9924,205.74,False,62.46,85.28,-3.25,175.26,0,1650480261
Canada,1650480118,1650480261,-94.697,31.1739,8389.62,False,223.09,12.11,6.5,8046.72,0,1650480261
United States,1650480261,1650480261,-101.3459,31.9784,12009.12,False,209.05,304.47,0,11582.4,0,1650480261
United States,1650480255,1650480255,-111.6278,40.4279,3558.54,False,108.72,123.61,1.3,3535.68,0,1650480261
Sweden,1650480261,1650480261,17.9554,59.6609,60.96,False,59.39,75.96,0,-53.34,0,1650480261
Romania,1650480261,1650480261,26.1399,44.5694,220.98,False,61.58,263.77,-2.93,182.88,0,1650480261
United States,1650480260,1650480261,-114.1135,35.8898,2865.12,False,54.18,347.94,0.33,2865.12,0,1650480261
United States,1650480261,1650480261,-86.0892,39.9849,556.26,False,38.24,146.52,-1.95,518.16,0,1650480261
New Zealand,1650480261,1650480261,170.0006,-45.3909,5234.94,False,135.72,52.39,-0.33,5181.6,0,1650480261
United States,1650480261,1650480261,-77.2288,39.0503,10591.8,False,215.01,230.83,0,10363.2,0,1650480261
New Zealand,1650480261,1650480261,153.1625,-26.8711,4503.42,False,189.29,346.64,11.7,4267.2,0,1650480261
United States,1650480077,1650480077,-82.5157,28.892,449.58,False,56.54,262.68,-3.25,350.52,0,1650480261
United States,1650480261,1650480261,-84.4122,42.0184,3893.82,False,201.26,36.37,-10.4,3840.48,0,1650480261
United States,1650480046,1650480046,-86.558,40.2851,556.26,False,46.97,208.81,-3.9,502.92,0,1650480261
United States,,1650480260,,,,False,50.27,162.12,0.98,,0,1650480261
United States,,1650480201,,,,False,0,300.94,,,0,1650480261
New Zealand,1650480261,1650480261,175.3689,-38.2672,4290.06,False,117.55,183.76,5.2,4114.8,0,1650480261
Canada,1650480261,1650480261,-79.5215,43.7722,830.58,False,88.46,227.12,-4.88,746.76,0,1650480261
United States,1650480193,1650480193,-80.6534,35.3236,419.1,False,63.11,29.28,-0.33,312.42,0,1650480261
United States,1650480260,1650480261,-89.2953,38.6122,5707.38,False,210.62,94.76,5.53,5600.7,0,1650480261
United States,1650480261,1650480261,-82.3779,39.2352,6880.86,False,217.72,4.34,-4.88,6720.84,0,1650480261
Canada,1650480261,1650480261,-79.306,34.9849,7901.94,False,133.05,24.68,0,7620,0,1650480261
United States,1650480261,1650480261,-122.2195,48.0882,655.32,False,63.24,338.03,0,762,0,1650480261
United States,1650480260,1650480260,-85.2984,32.0707,12268.2,False,239.2,151.34,0.33,11894.82,0,1650480261
United States,1650480261,1650480261,-112.2119,33.6563,4282.44,False,175.18,346.41,13,4145.28,0,1650480261
United States,1650480261,1650480261,-112.0353,41.4817,10157.46,False,260.48,131.88,0,10058.4,0,1650480261
United States,1650480261,1650480261,-118.4489,34.1393,2042.16,False,107.99,329.04,20.16,2049.78,0,1650480261
United States,1650480261,1650480261,-84.4084,33.647,403.86,False,81.32,88.19,13.66,335.28,0,1650480261
United States,1650480260,1650480261,-88.4492,39.8982,12374.88,False,201.95,264.88,-0.65,12192,0,1650480261
United States,1650480261,1650480261,-78.1251,36.2569,3139.44,False,87.13,254.24,0,3078.48,0,1650480261
United States,1650480037,1650480037,-73.8703,40.7749,,True,1.54,30.94,,,0,1650480261
United States,1650480261,1650480261,-88.1019,31.4551,10431.78,False,235.16,85.99,0,10043.16,0,1650480261
United States,1650480261,1650480261,-83.5034,32.8867,7757.16,False,228.14,318.47,-12.68,7437.12,0,1650480261
United States,1650480261,1650480261,-81.2152,28.0856,1844.04,False,84.65,319.44,0.65,1737.36,0,1650480261
United States,1650480261,1650480261,-71.0628,42.0296,320.04,False,58.26,119.05,0.65,274.32,0,1650480261
United States,1650480165,1650480165,-74.1759,40.7006,,True,1.54,275.62,,,0,1650480261
United States,1650480052,1650480052,-82.5637,27.4029,7.62,False,65.49,133.73,-2.6,-38.1,0,1650480261
United States,1650480261,1650480261,-78.0217,42.1761,13190.22,False,209.26,289.68,-0.33,13106.4,0,1650480261
Norway,1650480261,1650480261,9.1093,57.3066,3154.68,False,87.67,332.38,0,3048,0,1650480261
United States,1650480261,1650480261,-122.1269,37.2267,2423.16,False,117.47,299.37,-5.53,2415.54,0,1650480261
United States,1650480260,1650480261,-121.8389,37.4997,2255.52,False,126.29,253.19,-5.85,2270.76,0,1650480261
United States,1650480260,1650480260,-77.0765,35.4335,11917.68,False,228.78,199.58,0,11597.64,0,1650480261
United States,1650480261,1650480261,-81.6475,28.4844,937.26,False,62.38,238.14,0.33,853.44,0,1650480261
United States,1650480103,1650480112,-86.9445,34.6942,381,False,63.81,178.61,-3.9,335.28,0,1650480261
Austria,1650480261,1650480261,20.268,44.4361,10904.22,False,213.42,338.51,-0.33,10980.42,0,1650480261
Canada,1650480261,1650480261,-73.8355,47.939,14211.3,False,240.27,253.58,0.33,14317.98,0,1650480261
United States,1650480261,1650480261,-87.8105,34.3856,7703.82,False,170.98,27.8,-4.88,7429.5,0,1650480261
United States,1650480207,1650480225,-88.641,28.7784,11719.56,False,259.39,126.37,0,11277.6,0,1650480261
United States,1650480261,1650480261,-106.5137,35.7559,6172.2,False,144.96,199.27,-6.83,5981.7,0,1650480261
United States,1650480261,1650480261,-114.5108,36.0736,3002.28,False,116.82,268.49,-9.75,2964.18,0,1650480261
United States,1650480259,1650480259,-120.6781,38.6685,1059.18,False,48.38,178.17,-1.3,1059.18,0,1650480261
United States,1650480261,1650480261,-121.7628,36.9851,3108.96,False,158.9,330.95,-3.25,3093.72,0,1650480261
United States,1650480230,1650480231,-116.9486,32.8159,289.56,False,41.98,19.32,-3.9,281.94,0,1650480261
Portugal,1650480140,1650480180,0.2183,51.874,190.5,False,50.97,42.55,-2.28,12496.8,0,1650480261
Romania,1650480261,1650480261,8.8681,50.0759,11856.72,False,225.79,110.54,0,11887.2,0,1650480261
United States,1650480261,1650480261,-78.4856,41.8572,10805.16,False,271.91,99.69,0,10668,0,1650480261
United States,1650480261,1650480261,-83.7707,42.021,11430,False,259.01,83.27,0,11277.6,0,1650480261
United States,1650480229,1650480229,-86.38,33.3827,1341.12,False,41.48,313.99,0,1280.16,0,1650480261
United States,1650480206,1650480206,-118.3368,33.7998,0,False,5.14,126.87,0,0,0,1650480261
United States,1650480260,1650480261,-71.1326,42.1594,403.86,False,69.09,58.09,-5.85,350.52,0,1650480261
United States,1650480260,1650480260,-102.4681,31.4401,12275.82,False,240.24,100.61,0.65,11887.2,0,1650480261
United States,1650480169,1650480169,-115.1997,36.2072,640.08,False,5.09,225,0,708.66,0,1650480261
United States,1650480261,1650480261,-98.4786,37.5574,8435.34,False,177.01,262.32,10.73,8313.42,0,1650480261
United Kingdom,1650480261,1650480261,-73.5213,40.9922,556.26,False,100.54,252.12,0,495.3,0,1650480261
Portugal,1650480260,1650480261,3.1456,48.5775,11559.54,False,222.58,322.23,0,11582.4,0,1650480261
United States,1650480261,1650480261,-81.3427,31.9064,11635.74,False,229.1,8,0,11277.6,0,1650480261
Brazil,1650480259,1650480261,-46.589,-20.6096,11887.2,False,217.39,171.56,0,11285.22,0,1650480261
Brazil,1650480261,1650480261,-47.2008,-23.4085,8061.96,False,222.57,348.53,6.83,7688.58,0,1650480261
United States,,1650480248,,,,False,201.66,319.03,-12.03,,0,1650480261
United States,1650480261,1650480261,-118.8364,34.8553,10988.04,False,240.83,130.5,0,10668,0,1650480261
